,Title,ID,Release Date,Release Year,Release Month,Release Day,Poster Path,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7
183,Ted,72105,6/29/2012,2012,6,29,/2ZetTSYM8ATcrxh4Otge99GJRTz.jpg,Comedy,Fantasy,,,,,
184,How to Train Your Dragon,10191,3/10/2010,2010,3,10,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg,Fantasy,Adventure,Animation,Family,,,
185,Indiana Jones and the Last Crusade,89,5/24/1989,1989,5,24,/sizg1AU8f8JDZX4QIgE4pjUMBvx.jpg,Adventure,Action,,,,,
186,Harry Potter and the Deathly Hallows: Part 1,12444,10/17/2010,2010,10,17,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,Adventure,Fantasy,,,,,
187,City of God,598,2/5/2002,2002,2,5,/k7eYdWvhYQyRQoU2TB2A2Xu2TfD.jpg,Drama,Crime,,,,,
188,The Interview,228967,12/25/2014,2014,12,25,/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,Action,Comedy,,,,,
189,The Sixth Sense,745,8/6/1999,1999,8,6,/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg,Mystery,Thriller,Drama,,,,
190,Scarface,111,12/9/1983,1983,12,9,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,Action,Crime,Drama,Thriller,,,
191,Trainwreck,271718,7/17/2015,2015,7,17,/wrY629UTCUAKLJ4CxQXz6DCE7pr.jpg,Comedy,Romance,,,,,
192,The Curious Case of Benjamin Button,4922,12/25/2008,2008,12,25,/26wEWZYt6yJkwRVkjcbwJEFh9IS.jpg,Drama,Fantasy,Romance,,,,
193,Spy,238713,5/6/2015,2015,5,6,/vPBmfMHxQvRRNGYD5S5ko2KnX56.jpg,Action,Comedy,Crime,,,,
194,Neighbors,195589,5/8/2014,2014,5,8,/dyO9BQ4M4flTOAzP79rmsz61yAT.jpg,Comedy,,,,,,
195,Harry Potter and the Chamber of Secrets,672,11/13/2002,2002,11,13,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,Adventure,Fantasy,,,,,
196,The Hangover,18785,6/2/2009,2009,6,2,/jjCPcxw7QCmFPYM1t3BThdEawJK.jpg,Comedy,,,,,,
197,The Hunger Games: Mockingjay - Part 2,131634,11/18/2015,2015,11,18,/lImKHDfExAulp16grYm8zD5eONE.jpg,Action,Adventure,Science Fiction,,,,
198,Harry Potter and the Goblet of Fire,674,11/16/2005,2005,11,16,/fECBtHlr0RB3foNHDiCBXeg9Bv9.jpg,Adventure,Fantasy,Family,,,,
199,The Secret Life of Walter Mitty,116745,12/18/2013,2013,12,18,/g7UNoP2rEEP4y6Xzo3EEslqdxo3.jpg,Adventure,Comedy,Drama,Fantasy,,,
200,Oblivion,75612,4/10/2013,2013,4,10,/2ncs7hqBsEjFMqt6Y7ShBCO9tWs.jpg,Action,Science Fiction,Adventure,Mystery,,,
201,American History X,73,10/30/1998,1998,10,30,/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,Drama,,,,,,
202,Super 8,37686,6/8/2011,2011,6,8,/sytFL6ALMAesKZoarlp7bIDKnns.jpg,Thriller,Science Fiction,Mystery,,,,
203,Twelve Monkeys,63,12/29/1995,1995,12,29,/170VKibfqMR1k0eaR2pIj830MgW.jpg,Science Fiction,Thriller,Mystery,,,,
204,Superbad,8363,3/20/2007,2007,3,20,/ek8e8txUyUwd2BNqj6lFEerJfbq.jpg,Comedy,,,,,,
205,Dazed and Confused,9571,9/24/1993,1993,9,24,/yJDJ2svbSHECzhr5tEV9JZTblhV.jpg,Comedy,Drama,,,,,
206,Slumdog Millionaire,12405,5/12/2008,2008,5,12,/5WU6uusqJrLfiBaNs3KpF4o8Lnj.jpg,Drama,Romance,,,,,
207,The Nightmare Before Christmas,9479,10/9/1993,1993,10,9,/vFujAtlgTEh0ngIMs4hpGVdJ3TV.jpg,Fantasy,Animation,Family,,,,
209,Seven Psychopaths,86838,10/12/2012,2012,10,12,/2PziXywhjhIxPEvWjnr0lbvYzWE.jpg,Comedy,Crime,,,,,
210,Home Alone,771,11/16/1990,1990,11,16,/9wSbe4CwObACCQvaUVhWQyLR5Vz.jpg,Comedy,Family,,,,,
211,"O Brother, Where Art Thou?",134,8/30/2000,2000,8,30,/2YztYilviFCYcEtDAnrOstUWGie.jpg,Adventure,Comedy,Crime,,,,
212,Almost Famous,786,9/15/2000,2000,9,15,/asGfT3PExH4CUyyiClt5X6wJedk.jpg,Drama,Music,,,,,
213,Harry Potter and the Order of the Phoenix,675,6/28/2007,2007,6,28,/s836PRwHkLjrOJrfW0eo7B4NJOf.jpg,Adventure,Fantasy,Mystery,,,,
214,Finding Dory,127380,6/16/2016,2016,6,16,/3UVe8NL1E2ZdUZ9EDlKGJY5UzE.jpg,Adventure,Animation,Comedy,Family,,,
215,Blue Ruin,188166,9/9/2013,2013,9,9,/q0itEsso2drJXqH9kfdidxIT5dF.jpg,Crime,Thriller,,,,,
216,Harry Potter and the Half-Blood Prince,767,7/7/2009,2009,7,7,/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg,Adventure,Fantasy,,,,,
217,Indiana Jones and the Temple of Doom,87,5/23/1984,1984,5,23,/wu0m7HiZyZr4pOp8IpnFHNvGkVV.jpg,Adventure,Action,,,,,
218,Minority Report,180,6/20/2002,2002,6,20,/qtgFcnwh9dAFLocsDk2ySDVS8UF.jpg,Action,Thriller,Science Fiction,Mystery,,,
219,RoboCop,5548,7/17/1987,1987,7,17,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg,Action,Thriller,Science Fiction,,,,
220,Moneyball,60308,9/22/2011,2011,9,22,/4yIQq1e6iOcaZ5rLDG3lZBP3j7a.jpg,Drama,,,,,,
221,Scream,4232,12/20/1996,1996,12,20,/aXAByjBN8UhaYvotqRCwa5MsMGu.jpg,Crime,Horror,Mystery,,,,
222,Anchorman: The Legend of Ron Burgundy,8699,7/9/2004,2004,7,9,/9rQceSyOxJpOVsJRhkgoxNqbkvA.jpg,Comedy,,,,,,
223,Beauty and the Beast,10020,11/13/1991,1991,11,13,/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg,Romance,Family,Animation,Fantasy,,,
224,X2,36658,4/24/2003,2003,4,24,/bWMw0FMsY8DICgrQnrTSWbzEgtr.jpg,Adventure,Action,Science Fiction,Thriller,,,
225,300,1271,12/9/2006,2006,12,9,/lGv19gokQvgC7jgjWqapIachnxU.jpg,Action,Adventure,War,,,,
226,Shrek,808,5/18/2001,2001,5,18,/iB64vpL3dIObOtMZgX3RqdVdQDc.jpg,Animation,Comedy,Fantasy,Adventure,,,
227,Chronicle,76726,2/1/2012,2012,2,1,/xENglsVIIWEEhhB5lgpy33tGcKI.jpg,Science Fiction,Drama,Thriller,,,,
228,Death Proof,1991,5/21/2007,2007,5,21,/iy6016EG1Zt44tFyxc0rATKL2hr.jpg,Action,Thriller,,,,,
229,Mean Girls,10625,4/30/2004,2004,4,30,/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg,Comedy,,,,,,
230,Sherlock Holmes,10528,12/23/2009,2009,12,23,/momkKuWburNTqKBF6ez7rvhYVhE.jpg,Action,Adventure,Crime,Mystery,,,
231,The Bourne Identity,2501,6/14/2002,2002,6,14,/vN6jGCuzefysLVFrzK3Vs6xAdu1.jpg,Action,Drama,Mystery,Thriller,,,
232,Snatch,107,9/1/2000,2000,9,1,/56mOJth6DJ6JhgoE2jtpilVqJO.jpg,Crime,Comedy,,,,,
233,Cloverfield,7191,1/15/2008,2008,1,15,/qIegUGJqyMMCRjkKV1s7A9MqdJ8.jpg,Action,Thriller,Science Fiction,,,,
234,The Hurt Locker,12162,10/10/2008,2008,10,10,/8SwjvOchYljr7tSKpNeHjpyPbg5.jpg,Drama,Thriller,War,,,,
235,Dead Poets Society,207,6/2/1989,1989,6,2,/ai40gM7SUaGA6fthvsd87o8IQq4.jpg,Drama,,,,,,
236,Beetlejuice,4011,3/30/1988,1988,3,30,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,Fantasy,Comedy,,,,,
237,The Thin Red Line,8741,3/5/1998,1998,3,5,/seMydAaoxQP6F0xbE1jOcTmn5Jr.jpg,Drama,History,War,,,,
238,A Most Violent Year,241239,12/30/2014,2014,12,30,/zCiDRoN6qEWc1OMpslzrqriwgT2.jpg,Crime,Drama,Thriller,,,,
239,School of Rock,1584,10/3/2003,2003,10,3,/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,Comedy,Music,,,,,
240,Back to the Future Part III,196,5/25/1990,1990,5,25,/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,Adventure,Comedy,Science Fiction,,,,
241,Tinker Tailor Soldier Spy,49517,9/16/2011,2011,9,16,/bsL9UZPCmQKgl88wXwMulKuw9Jh.jpg,Drama,Thriller,Mystery,,,,
242,The Iron Giant,10386,8/6/1999,1999,8,6,/kPwxXszZDhCShmb82tCjkV15XsV.jpg,Animation,Family,Adventure,Action,Science Fiction,Comedy,
243,Dope,308639,6/19/2015,2015,6,19,/n6u00imN7AX2NiyWUc5kTgHXmEf.jpg,Crime,Drama,Comedy,,,,
244,127 Hours,44115,11/5/2010,2010,11,5,/dC4OeWxsQBqHEKnoUh9nF7S8Cm6.jpg,Adventure,Drama,Thriller,,,,
245,The Descendants,65057,9/9/2011,2011,9,9,/mCpYsKQNOtaBYJWCRYYuFmLsB6X.jpg,Comedy,Drama,,,,,
246,Hairspray,11054,2/16/1988,1988,2,16,/n78VVWG1jsEpMCtcye13wy1RiAx.jpg,Comedy,Family,Music,,,,
247,I Am Legend,6479,12/12/2007,2007,12,12,/iPDkaSdKk2jRLTM65UOEoKtsIZ8.jpg,Drama,Horror,Action,Thriller,Science Fiction,,
248,Indiana Jones and the Kingdom of the Crystal Skull,217,5/21/2008,2008,5,21,/56As6XEM1flWvprX4LgkPl8ii4K.jpg,Adventure,Action,,,,,
249,Night at the Museum,1593,10/20/2006,2006,10,20,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,Action,Adventure,Comedy,Family,Fantasy,,
250,The Matrix Revolutions,605,11/3/2003,2003,11,3,/8IpEO76zc1GuHiFVE5aCEL03qJs.jpg,Adventure,Action,Thriller,Science Fiction,,,
251,The Matrix Reloaded,604,5/15/2003,2003,5,15,/aA5qHS0FbSXO8PxcxUIHbDrJyuh.jpg,Adventure,Action,Thriller,Science Fiction,,,
252,The Sandlot,11528,4/7/1993,1993,4,7,/dQkE6saKpkBxKsuGG2bU3CXQwMX.jpg,Comedy,Family,,,,,
253,Spaceballs,957,6/24/1987,1987,6,24,/o624HTt93iIJIc1Sg5hNkDTnk5l.jpg,Comedy,Science Fiction,,,,,
254,Source Code,45612,3/30/2011,2011,3,30,/lovYULpg7HOA1gcWTAMkVt7pA9p.jpg,Thriller,Science Fiction,Mystery,,,,
255,Taken,8681,2/18/2008,2008,2,18,/wrJjDB8SSJJKcpXVf4KAxZIHvBZ.jpg,Action,Thriller,,,,,
256,Harriet the Spy,38223,7/10/1996,1996,7,10,/hXU1rYZ4PM8fqne2R2QYYTZXdo5.jpg,Comedy,Drama,Family,,,,
257,Jumanji,8844,12/15/1995,1995,12,15,/vgpXmVaVyUL7GGiDeiK1mKEKzcX.jpg,Adventure,Fantasy,Family,,,,
258,Jack,7095,8/9/1996,1996,8,9,/tgyA4EhIp3XrWCgo2Q12UfJJNba.jpg,Comedy,Drama,Science Fiction,,,,
259,Training Day,2034,10/5/2001,2001,10,5,/sEQansIwI6SfNSpop3N0EBZayWk.jpg,Action,Crime,Drama,Thriller,,,
260,Warrior,59440,9/9/2011,2011,9,9,/iM8n4nZJPR2abpnyZ36FUgHiRjr.jpg,Drama,Action,,,,,
261,Where the Wild Things Are,16523,10/16/2009,2009,10,16,/sDFV9VEjwTUWF1s5sjOllsb70jk.jpg,Family,Fantasy,Science Fiction,,,,
262,Miller's Crossing,379,9/21/1990,1990,9,21,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,Drama,Thriller,Crime,,,,
263,Quantum of Solace,10764,10/31/2008,2008,10,31,/5BzOOL7zknsZSUeJwSa9kGuzHCR.jpg,Adventure,Action,Thriller,Crime,,,
264,August Rush,5123,11/21/2007,2007,11,21,/oA6ZeICPINiS6YtD5WZeBaGVmuT.jpg,Family,Drama,Music,,,,
265,Gran Torino,13223,12/9/2008,2008,12,9,/w3zz8djZKknVpkpHi0I7kqibzbC.jpg,Drama,,,,,,
266,Zoolander,9398,9/28/2001,2001,9,28,/3ihaCjYmQ1vIh6PNvlZ2rdBRSak.jpg,Comedy,,,,,,
267,Everest,253412,9/10/2015,2015,9,10,/4xmndWnTYTE4bDdlWrkZyaGcZlo.jpg,Adventure,Drama,Action,,,,
268,King Kong,254,12/12/2005,2005,12,12,/lBtlVlECMW98tz3a3O1C2s1vric.jpg,Adventure,Drama,Action,,,,
269,Cars,920,6/8/2006,2006,6,8,/qa6HCwP4Z15l3hpsASz3auugEW6.jpg,Animation,Adventure,Comedy,Family,,,
270,Office Space,1542,2/19/1999,1999,2,19,/gA49wTJMIr3TUM6fEDkjeGxkYgZ.jpg,Comedy,,,,,,
271,The Game,2649,9/12/1997,1997,9,12,/4UOa079915QjiTA2u5hT2yKVgUu.jpg,Drama,Thriller,Mystery,,,,
272,Adventureland,16614,4/3/2009,2009,4,3,/3ovx1gcQeDIW22IF1TqiugKQv3W.jpg,Comedy,,,,,,
273,Mission: Impossible,954,5/22/1996,1996,5,22,/lirMXnE7NoVLDr3qeqf48fR1mk4.jpg,Adventure,Action,Thriller,,,,
274,A Bug's Life,9487,11/25/1998,1998,11,25,/kHgWI1AbYnYPZrUl5DCwzq9tyB2.jpg,Adventure,Animation,Comedy,Family,,,
275,Collateral,1538,8/4/2004,2004,8,4,/iOpi3ut5DhQIbrVVjlnmfy2U7dI.jpg,Drama,Crime,Thriller,,,,
276,Trumbo,294016,10/27/2015,2015,10,27,/yzkKYS1ay1yXbuyKFBy5miQyOIU.jpg,Drama,,,,,,
277,Southpaw,307081,3/24/2015,2015,3,24,/r6QlMEQGNvM0YpbN04qhx5xdMiQ.jpg,Action,Drama,,,,,
278,Joy,274479,12/24/2015,2015,12,24,/drHYguFkQO4nQQFUhRYqIbl45oT.jpg,Drama,Comedy,,,,,
279,The End of the Tour,249688,7/31/2015,2015,7,31,/3fEuVd8Xorwtk5kFVvyiNlOtcIw.jpg,Drama,,,,,,
280,The Wolfpack,307931,6/12/2015,2015,6,12,/5aGXt8zf3EKFKo6xjaLogXjujyE.jpg,Documentary,,,,,,
281,The SpongeBob Movie: Sponge Out of Water,228165,1/28/2015,2015,1,28,/2WDmjUlSAPlA27i2OwEC7sRTFw3.jpg,Adventure,Comedy,Family,Fantasy,Animation,,
282,True Story,245706,4/17/2015,2015,4,17,/ncP8XQ0bXP0xSpJmMsRt8mUcEXd.jpg,Crime,Drama,Mystery,History,,,
283,Concussion,321741,11/12/2015,2015,11,12,/gseayWAIFt3GQrEUNuUcYxT77Ud.jpg,Drama,History,,,,,
284,The Terminator,218,10/26/1984,1984,10,26,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,Action,Thriller,Science Fiction,,,,
285,Halloween,948,10/24/1978,1978,10,24,/yzVhqSi3XkEQOovR4yy2lVTZiQO.jpg,Horror,Thriller,,,,,
286,Ocean's Eleven,161,12/7/2001,2001,12,7,/v5D7K4EHuQHFSjveq8LGxdSfrGS.jpg,Thriller,Crime,,,,,
287,The Incredible Hulk,1724,6/12/2008,2008,6,12,/gKzYx79y0AQTL4UAk1cBQJ3nvrm.jpg,Science Fiction,Action,Adventure,,,,
288,Tropic Thunder,7446,8/9/2008,2008,8,9,/zAurB9mNxfYRoVrVjAJJwGV3sPg.jpg,Action,Comedy,Adventure,War,,,
289,Men in Black,607,7/2/1997,1997,7,2,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,Action,Adventure,Comedy,Science Fiction,,,
290,Braveheart,197,5/24/1995,1995,5,24,/or1gBugydmjToAEq7OZY0owwFk.jpg,Action,Drama,History,War,,,
291,Pirates of the Caribbean: Dead Man's Chest,58,7/6/2006,2006,7,6,/l3peI54mf6Z9EBSvS3hnRmOBbFT.jpg,Adventure,Fantasy,Action,,,,
292,Flight,87502,11/2/2012,2012,11,2,/1AjXgBM2lkpG3FLQO0f6AK3Bi1e.jpg,Drama,,,,,,
293,Spider-Man 3,559,5/1/2007,2007,5,1,/sqZKCRYGovZ8aN99VVJSdL8Ja9k.jpg,Fantasy,Action,Adventure,,,,
294,The Fighter,45317,12/17/2010,2010,12,17,/jcQYWWi2y1vNsGlJJ2jNcFq0y1n.jpg,Drama,,,,,,
295,From Dusk Till Dawn,755,1/19/1996,1996,1,19,/xs8xS14Oyhz0GpXQHpAc1hritOW.jpg,Horror,Action,Thriller,Crime,,,
296,Transformers,1858,6/27/2007,2007,6,27,/6eehp9I54syN3x753XMqjKz8M3F.jpg,Adventure,Science Fiction,Action,,,,
297,The Grey,75174,12/11/2011,2011,12,11,/a0Vt3wx8ciKmPt4iXPx9sH4HBVU.jpg,Drama,Thriller,Action,Adventure,,,
298,Mulan,10674,6/18/1998,1998,6,18,/bJ0DxWQDLdjSJmFHwtximVdgJ5P.jpg,Animation,Family,Adventure,,,,
299,The 40 Year Old Virgin,6957,8/11/2005,2005,8,11,/vR8zYLWpl8sjRfp3RQ0ZkiWAPu5.jpg,Comedy,Romance,,,,,
300,To Kill a Mockingbird,595,12/25/1962,1962,12,25,/fqIj7oE79qbyqHv5NBjtTI7yXP7.jpg,Drama,Crime,,,,,
301,End of Watch,77016,9/20/2012,2012,9,20,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,Crime,Drama,Thriller,,,,
302,The Deer Hunter,11778,3/9/1978,1978,3,9,/wT3DeCZ3Ax5VYhKu6ajyEvA1hXG.jpg,Drama,War,,,,,
303,Horrible Bosses,51540,7/8/2011,2011,7,8,/pol4sijgitQ0NRIel81gFT2tWJj.jpg,Comedy,Crime,,,,,
304,The Help,50014,8/9/2011,2011,8,9,/7XLSwxpfpPoJyTdJVot6a42TS2V.jpg,Drama,,,,,,
305,A History of Violence,59,9/23/2005,2005,9,23,/rrc6GiAKHDrUjp8OmdVng9hRWBn.jpg,Drama,Thriller,Crime,,,,
306,Pirates of the Caribbean: At World's End,285,5/19/2007,2007,5,19,/cVFKkJ8Kcuf9zSUdUNB7iKOm4nh.jpg,Adventure,Fantasy,Action,,,,
307,Limitless,51876,3/8/2011,2011,3,8,/mA77y2AMLkjBNRv0dtsWYQRu4IU.jpg,Thriller,Mystery,Science Fiction,,,,
308,Men in Black 3,41154,5/23/2012,2012,5,23,/90DdoEStzeObs96fsYf4GG544iN.jpg,Action,Comedy,Science Fiction,,,,
309,Unbreakable,9741,11/22/2000,2000,11,22,/mLuehrGLiK5zFCyRmDDOH6gbfPf.jpg,Thriller,Drama,Mystery,,,,
310,Shrek 2,809,5/19/2004,2004,5,19,/oljiDFPyMY437BRRV69AzVDSiKy.jpg,Animation,Family,Comedy,Fantasy,Adventure,,
311,Elf,10719,10/9/2003,2003,10,9,/zDHFQmaxlTIJGQDfTrLTL9RK2tQ.jpg,Comedy,Family,Fantasy,,,,
312,Willy Wonka & the Chocolate Factory,252,6/29/1971,1971,6,29,/vmpsZkrs4Uvkp9r1atL8B3frA63.jpg,Family,Fantasy,Comedy,,,,
313,Top Gun,744,5/16/1986,1986,5,16,/xUuHj3CgmZQ9P2cMaqQs4J0d4Zc.jpg,Action,Drama,,,,,
314,Napoleon Dynamite,8193,6/11/2004,2004,6,11,/6Iv6Uwa2SBLN0dSGM00rdrwN4MJ.jpg,Comedy,,,,,,
315,Once Upon a Time in America,311,5/23/1984,1984,5,23,/i0enkzsL5dPeneWnjl1fCWm6L7k.jpg,Drama,Crime,,,,,
316,The Blues Brothers,525,6/16/1980,1980,6,16,/3DiSrcYELCLkwnjl9EZp2pkKGep.jpg,Music,Comedy,Action,Crime,,,
317,Mission: Impossible III,956,5/3/2006,2006,5,3,/5l0hS4A119jCA1A02XsFZHq1uRD.jpg,Adventure,Action,Thriller,,,,
318,The Untouchables,117,6/3/1987,1987,6,3,/iK4twY48a1nVCez0qXE5w4JFvXw.jpg,Crime,Drama,History,Thriller,,,
319,Fantasia,756,11/13/1940,1940,11,13,/mSJgxrTaTgDSOoggIPcj3ZoZswT.jpg,Animation,Family,,,,,
320,Hercules,11970,6/20/1997,1997,6,20,/16JPL3c6ET7ibfO35WjjWxCaVmj.jpg,Animation,Family,Fantasy,Adventure,Comedy,Romance,
321,The Mummy,564,4/16/1999,1999,4,16,/yhIsVvcUm7QxzLfT6HW2wLf5ajY.jpg,Adventure,Action,Fantasy,,,,
322,Sucker Punch,23629,3/24/2011,2011,3,24,/8oBc33JEnYm3rqPIwGtQXQbP96j.jpg,Action,Fantasy,Thriller,,,,
323,Die Hard: With a Vengeance,1572,5/19/1995,1995,5,19,/5ndvEFzy2kGSnN2MXBdmsbH9nAD.jpg,Action,Thriller,,,,,
324,Bruce Almighty,310,5/23/2003,2003,5,23,/nF9hly6Dk2pcQFSnuxugI34RpCC.jpg,Fantasy,Comedy,,,,,
325,Big,2280,6/3/1988,1988,6,3,/nTY8Zmv7mpumDfzide6GSrekAgQ.jpg,Fantasy,Drama,Comedy,Romance,Family,,
326,"I, Robot",2048,7/15/2004,2004,7,15,/dlb6JKYv25rJSk2n2hwhOeJ7Dk.jpg,Action,Science Fiction,,,,,
327,Ice Age,425,3/10/2002,2002,3,10,/gLhHHZUzeseRXShoDyC4VqLgsNv.jpg,Animation,Comedy,Family,Adventure,,,
328,Home Alone 2: Lost in New York,772,11/19/1992,1992,11,19,/uuitWHpJwxD1wruFl2nZHIb4UGN.jpg,Comedy,Family,Adventure,,,,
329,The Mask,854,7/29/1994,1994,7,29,/zJUvFtaGPQkcQYE8nmhU66ESpWe.jpg,Romance,Comedy,Crime,Fantasy,,,
330,Face/Off,754,6/27/1997,1997,6,27,/aYZDYdiMym5xEkSs4BrJMXFdZ9g.jpg,Action,Crime,Science Fiction,Thriller,,,
331,The Road,20766,11/25/2009,2009,11,25,/qLaXnLzqleBWQtjvZ6JGVSaKoC3.jpg,Adventure,Drama,,,,,
332,The Emperor's New Groove,11688,12/15/2000,2000,12,15,/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,Adventure,Animation,Comedy,Family,Fantasy,,
333,Lawless,82633,8/29/2012,2012,8,29,/kmjy8rX4lY2x1UCJIH24VvUtDXJ.jpg,Crime,Drama,Western,,,,
334,The Muppets,64328,11/22/2011,2011,11,22,/nLXqBPKErQqbumuonEW6E1oLyW3.jpg,Family,Comedy,Music,,,,
335,Corpse Bride,3933,9/12/2005,2005,9,12,/isb2Qow76GpqYmsSyfdMfsYAjts.jpg,Romance,Fantasy,Animation,,,,
336,Knocked Up,4964,6/1/2007,2007,6,1,/b4OaXw2MW97VvIiZE0Sbn1NfxSh.jpg,Comedy,Romance,Drama,,,,
337,The Imitation Game,205596,11/14/2014,2014,11,14,/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,History,Drama,Thriller,War,,,
338,Batman Begins,272,6/10/2005,2005,6,10,/1P3ZyEq02wcTMd3iE4ebtLvncvH.jpg,Action,Crime,Drama,,,,
339,Clerks,2292,9/13/1994,1994,9,13,/pAWnnz8qPmTygCjkOCGSAMQ6AJ4.jpg,Comedy,,,,,,
340,Unforgiven,33,8/7/1992,1992,8,7,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,Western,,,,,,
341,TRON: Legacy,20526,12/15/2010,2010,12,15,/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg,Adventure,Action,Science Fiction,,,,
342,X-Men Origins: Wolverine,2080,4/28/2009,2009,4,28,/mQglrQzgZT0Oj9cQYPsLI8dsEqB.jpg,Adventure,Action,Thriller,Science Fiction,,,
343,Saw,176,10/1/2004,2004,10,1,/pparEGTCxcTiImyVFoKD0LX11N8.jpg,Horror,Mystery,Crime,,,,
344,Pineapple Express,10189,8/6/2008,2008,8,6,/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg,Action,Comedy,Crime,,,,
345,Platoon,792,12/19/1986,1986,12,19,/m3mmFkPQKvPZq5exmh0bDuXlD9T.jpg,Drama,War,Action,,,,
346,Mr. & Mrs. Smith,787,6/7/2005,2005,6,7,/wzIO3ytxeSNt1wRpXLIdkNbGoDm.jpg,Action,Comedy,Drama,Thriller,,,
347,Blood Diamond,1372,1/26/2006,2006,1,26,/m6rZ3dmqjcTvVNKtqwQ6hxYQ9nk.jpg,Drama,Thriller,Action,,,,
348,The Godfather: Part III,242,12/25/1990,1990,12,25,/1hdm3Axw9LjITbApvAXBbqO58zE.jpg,Crime,Drama,Thriller,,,,
349,The Terminal,594,6/17/2004,2004,6,17,/pXNomqKcKXAQbuWxehb2N3XFKfn.jpg,Comedy,Drama,,,,,
350,Fast Five,51497,4/20/2011,2011,4,20,/vDztZS30sheoqnJnKyO4QMnf3f8.jpg,Action,Thriller,Crime,,,,
351,Tarzan,37135,6/18/1999,1999,6,18,/a0Syo09bmNJgehjfeVL6meR9Mjh.jpg,Family,Adventure,Animation,Drama,,,
352,Apollo 13,568,6/30/1995,1995,6,30,/jokiCLdNS58eJTALfNcerQRhwAo.jpg,Drama,History,,,,,
353,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,12/7/2005,2005,12,7,/kzJip9vndXYSKQHCgekrgqbnUrA.jpg,Adventure,Family,Fantasy,,,,
354,The Fast and the Furious,9799,6/22/2001,2001,6,22,/gqY0ITBgT7A82poL9jv851qdnIb.jpg,Action,Crime,Thriller,,,,
355,American Pie,2105,7/9/1999,1999,7,9,/5P68by2Thn8wHAziyWGEw2O7hco.jpg,Comedy,Romance,,,,,
356,Step Brothers,12133,7/25/2008,2008,7,25,/tY2FpgzPVx92JrYveWt4bn3cMyD.jpg,Comedy,,,,,,
357,Lethal Weapon,941,3/6/1987,1987,3,6,/fTq4ThIP3pQTYR9eDepsbDHqdcs.jpg,Adventure,Action,Comedy,Thriller,Crime,,
358,A Most Wanted Man,157849,7/25/2014,2014,7,25,/6B76Z5Ct758RfKFoFg37skVRiMp.jpg,Thriller,,,,,,
359,Bambi,3170,8/14/1942,1942,8,14,/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,Animation,Drama,Family,,,,
360,Lilo & Stitch,11544,6/21/2002,2002,6,21,/d73UqZWyw3MUMpeaFcENgLZ2kWS.jpg,Animation,Family,,,,,
361,Hancock,8960,7/1/2008,2008,7,1,/7DyuV2G0hLEqHeueDfOqhZ2DVut.jpg,Fantasy,Action,,,,,
362,Fantastic Four,9738,6/29/2005,2005,6,29,/8HLQLILZLhDQWO6JDpvY6XJLH75.jpg,Action,Adventure,Fantasy,Science Fiction,,,
363,Space Jam,2300,11/15/1996,1996,11,15,/6h3FIr5CQFCBV8Xrv7XZLZbIQR0.jpg,Animation,Family,Comedy,Science Fiction,Adventure,,
364,The Notebook,11036,6/25/2004,2004,6,25,/rNzQyW4f8B8cQeg7Dgj3n6eT5k9.jpg,Romance,Drama,,,,,
365,The Day After Tomorrow,435,5/26/2004,2004,5,26,/mr1GBm0CXFA2lBKvl4voCYfkfL0.jpg,Action,Adventure,Science Fiction,Thriller,,,
366,Point Break,1089,1/31/1991,1991,1,31,/tlbERIghrQ4oofqlbF7H0K0EYnx.jpg,Action,Thriller,Crime,,,,
367,Public Enemies,11322,7/1/2009,2009,7,1,/ezFQaPf4cOEfsl39Me0gSV29d7V.jpg,Crime,Drama,Action,History,,,
368,Mission: Impossible II,955,5/24/2000,2000,5,24,/l2uHFznAMEAgSV3YsT6uUGIsJQO.jpg,Adventure,Action,Thriller,,,,
